product_id,product_key,sku,product_name,category,subcategory,brand,unit_of_measure,unit_cost_usd,unit_price_usd,gross_margin_pct,reorder_level,stock_quantity,product_status,launch_date,weight_kg,is_taxable,created_at,updated_at
231,PROD-00231,SKU-9B04D152,PrimeSoft Productivity Mr 197,Software,Productivity,PrimeSoft,Subscription/Mo,1487.06,1799.34,21.0,17,34,Pending,2015-03-02,24.06,0,2018-02-06T08:42:33.005713,2024-10-05T03:12:26.743661
232,PROD-00232,SKU-BE83AB3E,BluePeak Compute Show 616,Cloud Services,Compute,BluePeak,GB,697.9,837.48,20.0,42,276,Active,2017-07-25,6.08,0,2024-05-14T01:00:01.397265,2024-08-02T19:00:30.029113
233,PROD-00233,SKU-E1654211,ClearPath Printers Southern 284,Office Supplies,Printers,TechPro,Hour,1033.16,1601.4,55.0,11,295,Discontinued,2018-03-24,6.47,0,2017-04-25T14:55:56.153244,2024-03-02T16:00:08.925085
234,PROD-00234,SKU-289DFF07,NexGen Printers Serious 679,Office Supplies,Printers,TechPro,Hour,1618.82,2687.24,66.0,12,186,Discontinued,2020-09-10,4.52,1,2017-11-25T08:21:55.956856,2024-08-03T14:50:30.412318
235,PROD-00235,SKU-577EF115,NovaSys Furniture Some 749,Office Supplies,Furniture,CoreEdge,GB,823.47,1375.19,67.0,17,421,Active,2016-03-21,19.42,1,2019-04-30T13:39:53.679329,2024-07-25T04:32:04.932301
236,PROD-00236,SKU-01161AAA,CoreEdge Training Anyone 128,Consulting,Training,CoreEdge,Subscription/Mo,814.7,993.93,22.0,29,248,Pending,2024-07-27,29.74,0,2017-03-13T12:28:19.228071,2024-06-10T05:20:59.647473
237,PROD-00237,SKU-539FD53B,BluePeak Monitors Option 908,Electronics,Monitors,BluePeak,Hour,322.92,397.19,23.0,11,329,Active,2017-05-24,28.92,0,2018-05-17T13:29:01.040511,2024-02-04T00:41:56.129021
238,PROD-00238,SKU-AC1DD209,PrimeSoft Laptops Simply 405,Electronics,Laptops,NovaSys,GB,1719.87,2063.84,20.0,23,343,Active,2019-02-02,11.97,1,2017-01-09T13:36:11.090870,2024-01-21T14:29:57.338056
239,PROD-00239,SKU-555D6702,NovaSys CRM Organization 634,Software,CRM,PrimeSoft,Hour,1144.09,1658.93,45.0,16,254,Active,2018-04-25,7.22,1,2017-01-30T05:37:44.512021,2024-08-28T15:33:00.467543
240,PROD-00240,SKU-335F5352,CoreEdge Binders Indeed 533,Office Supplies,Binders,CoreEdge,License,1665.51,2648.16,59.0,6,89,Active,2019-12-07,29.1,0,2022-08-10T02:55:27.356538,2024-04-03T15:21:52.148936
241,PROD-00241,SKU-F340F1B1,ClearPath Database Mrs 483,Cloud Services,Database,NovaSys,Subscription/Mo,1726.49,2037.26,18.0,34,216,Discontinued,2022-08-04,20.51,1,2018-10-21T09:32:35.147377,2024-08-17T09:43:08.026686
242,PROD-00242,SKU-E4A6222C,BluePeak Analytics Smile 121,Software,Analytics,PrimeSoft,Each,953.07,1305.71,37.0,47,339,Active,2022-09-13,20.75,1,2022-11-10T13:53:04.982925,2024-05-01T09:54:16.689528
243,PROD-00243,SKU-CB70AB37,SwiftLine Printers Risk 931,Office Supplies,Printers,NovaSys,Hour,772.46,1181.86,53.0,15,439,Discontinued,2021-08-10,11.72,0,2020-08-01T07:56:45.206096,2024-03-02T01:09:45.063940
244,PROD-00244,SKU-9188905E,CoreEdge Binders Staff 404,Office Supplies,Binders,CoreEdge,License,185.05,303.48,64.0,28,323,Active,2021-08-20,26.4,0,2021-03-28T02:08:18.951707,2024-08-30T20:37:14.041877
245,PROD-00245,SKU-0266E33D,OmniTech Keyboards Turn 582,Electronics,Keyboards,NexGen,Subscription/Mo,1733.56,2843.04,64.0,45,216,Active,2023-11-10,24.75,1,2019-12-13T07:44:00.184080,2024-03-01T07:09:38.626548
246,PROD-00246,SKU-38DB3AED,ClearPath Implementation Not 855,Consulting,Implementation,SwiftLine,GB,706.95,1067.49,51.0,44,14,Active,2024-01-04,19.28,1,2022-02-27T02:37:51.378405,2024-02-10T13:07:06.216012
247,PROD-00247,SKU-3CEC07E9,BluePeak Compute Discover 421,Cloud Services,Compute,PrimeSoft,Each,11.14,14.15,27.0,7,80,Active,2016-07-17,15.54,1,2018-07-08T12:34:01.908249,2024-01-16T06:35:42.382821
248,PROD-00248,SKU-621BF66D,OmniTech Audit Water 994,Consulting,Audit,ApexWorks,Subscription/Mo,1586.32,2125.67,34.0,11,351,Pending,2020-02-06,24.82,1,2018-03-25T01:18:24.193853,2024-07-14T21:00:07.484176
249,PROD-00249,SKU-077E29B1,NexGen CRM Fire 954,Software,CRM,PrimeSoft,License,831.92,1048.22,26.0,1,485,Active,2021-10-24,27.7,1,2022-10-31T13:42:13.886924,2024-06-26T11:52:30.695550
250,PROD-00250,SKU-6C9882BB,ApexWorks Headphones It 150,Electronics,Headphones,NexGen,Hour,400.54,628.85,57.0,27,307,Active,2021-05-23,4.56,1,2019-09-24T16:35:10.440497,2024-08-11T13:22:16.458514
251,PROD-00251,SKU-19F3CD30,NexGen Productivity Inside 891,Software,Productivity,OmniTech,GB,239.11,377.79,58.0,7,114,Active,2017-10-14,5.8,1,2022-07-20T01:56:59.958011,2024-03-21T02:02:05.243418
252,PROD-00252,SKU-03C6B069,CoreEdge Furniture Exist 714,Office Supplies,Furniture,CoreEdge,Subscription/Mo,767.24,1081.81,41.0,46,346,Active,2022-05-04,12.61,0,2020-05-29T19:34:57.931346,2024-10-31T03:04:21.668839
253,PROD-00253,SKU-C24CD76E,PrimeSoft CRM May 561,Software,CRM,CoreEdge,Subscription/Mo,583.93,764.95,31.0,37,350,Discontinued,2018-05-07,2.66,0,2015-09-30T21:11:00.009188,2024-05-10T19:31:35.212095
254,PROD-00254,SKU-C52F1BD6,CoreEdge Analytics Deep 830,Software,Analytics,NexGen,GB,1948.93,2709.01,39.0,47,305,Active,2015-10-24,2.28,1,2019-07-01T09:12:18.520496,2024-11-24T09:12:28.076331
255,PROD-00255,SKU-FE131D7F,SwiftLine Keyboards Return 720,Electronics,Keyboards,PrimeSoft,Each,1862.47,2663.33,43.0,0,129,Pending,2022-11-15,18.63,1,2018-02-08T00:29:46.150598,2024-08-18T00:48:58.769858
256,PROD-00256,SKU-F718499C,TechPro Database Wind 694,Cloud Services,Database,ApexWorks,Subscription/Mo,268.82,454.31,69.0,10,257,Discontinued,2020-01-11,27.92,0,2020-11-11T07:14:42.962032,2024-04-10T11:32:29.962975
257,PROD-00257,SKU-D96409BF,ApexWorks CRM Section 366,Software,CRM,NovaSys,Subscription/Mo,638.05,937.93,47.0,2,65,Discontinued,2019-07-29,26.16,1,2017-08-08T15:45:54.097888,2024-12-19T21:50:48.335919
258,PROD-00258,SKU-502E4A16,PrimeSoft Furniture Attack 949,Office Supplies,Furniture,BluePeak,Hour,569.44,956.66,68.0,20,223,Active,2022-01-21,9.53,0,2017-09-28T04:55:12.657319,2024-07-11T17:19:56.855645
259,PROD-00259,SKU-CFA0860E,OmniTech Productivity Return 154,Software,Productivity,CoreEdge,License,1706.8,2628.47,54.0,3,117,Active,2023-11-15,1.17,1,2023-09-29T06:21:42.400126,2024-06-05T20:18:57.814790
260,PROD-00260,SKU-A4F23670,OmniTech Security Future 141,Software,Security,OmniTech,Subscription/Mo,875.68,1532.44,75.0,45,287,Discontinued,2022-08-09,13.79,1,2022-11-25T10:13:06.482283,2024-08-26T14:24:36.364523
261,PROD-00261,SKU-B1A59B31,BluePeak CRM Strategy 284,Software,CRM,ApexWorks,Hour,702.46,892.12,27.0,17,288,Pending,2021-03-03,6.45,1,2019-08-23T11:52:47.131707,2024-04-04T02:59:52.269110
262,PROD-00262,SKU-36660E59,CoreEdge Strategy Door 886,Consulting,Strategy,OmniTech,Each,365.23,620.89,70.0,21,13,Active,2017-09-06,20.47,1,2018-10-29T03:00:21.532699,2024-10-15T02:09:11.274952
263,PROD-00263,SKU-8C19F571,SwiftLine Database Away 257,Cloud Services,Database,TechPro,Each,1182.73,2034.3,72.0,29,425,Discontinued,2022-09-03,13.68,1,2022-05-01T18:38:02.755042,2024-06-08T12:19:59.760917
264,PROD-00264,SKU-D6BAF65E,PrimeSoft Implementation Very 563,Consulting,Implementation,SwiftLine,Hour,662.21,781.41,18.0,8,108,Active,2016-02-12,24.07,1,2018-10-18T22:58:46.429725,2024-07-12T18:08:52.287070
265,PROD-00265,SKU-E56954B4,PrimeSoft Paper Late 490,Office Supplies,Paper,NovaSys,GB,1488.88,2203.54,48.0,16,91,Active,2017-05-17,28.95,0,2021-10-21T02:38:05.986636,2024-11-30T08:18:55.325908
266,PROD-00266,SKU-F7664060,NexGen Laptops Apply 391,Electronics,Laptops,ApexWorks,Each,1705.43,2131.79,25.0,19,251,Discontinued,2020-08-28,22.1,1,2016-12-11T07:23:23.835557,2024-09-26T12:31:11.182338
267,PROD-00267,SKU-EDA80A3D,SwiftLine Training Television 624,Consulting,Training,CoreEdge,GB,721.29,872.76,21.0,28,453,Discontinued,2016-11-01,14.35,0,2022-11-11T19:21:25.889524,2024-05-24T22:29:12.036340
268,PROD-00268,SKU-8F121CE0,NexGen Headphones Dark 745,Electronics,Headphones,NexGen,Each,1622.93,2466.85,52.0,2,262,Active,2023-05-16,29.2,1,2015-10-23T06:39:49.400086,2024-09-26T12:36:32.977385
269,PROD-00269,SKU-06138BC5,NovaSys Security Parent 397,Software,Security,OmniTech,GB,1056.92,1627.66,54.0,5,464,Discontinued,2019-10-03,9.08,1,2021-01-07T13:22:50.899675,2024-03-04T03:41:46.838104
270,PROD-00270,SKU-39059724,TechPro Pens Fast 664,Office Supplies,Pens,NovaSys,Each,1048.57,1394.6,33.0,32,55,Pending,2016-06-12,12.8,1,2019-12-09T03:43:52.589574,2024-10-04T21:54:24.561763
271,PROD-00271,SKU-7F100B7B,PrimeSoft AI/ML Strong 183,Cloud Services,AI/ML,ClearPath,Each,1626.59,2212.16,36.0,7,379,Discontinued,2022-06-14,5.47,1,2017-11-15T23:02:14.651774,2024-08-30T14:11:52.076931
272,PROD-00272,SKU-7A614FD0,BluePeak Storage Computer 421,Cloud Services,Storage,PrimeSoft,GB,171.16,287.55,68.0,48,343,Discontinued,2019-10-18,18.75,1,2018-11-11T17:04:38.647049,2024-01-18T20:50:01.583153
273,PROD-00273,SKU-4734BA6F,PrimeSoft Pens Production 365,Office Supplies,Pens,NovaSys,GB,426.08,511.3,20.0,34,9,Active,2020-03-13,11.91,1,2017-05-23T15:25:34.546520,2024-08-27T16:42:05.722114
274,PROD-00274,SKU-D947BF06,PrimeSoft Security Appear 843,Software,Security,OmniTech,Subscription/Mo,923.03,1283.01,39.0,39,416,Pending,2024-07-19,10.89,0,2022-07-29T13:16:20.092818,2024-11-15T23:21:55.402455
275,PROD-00275,SKU-63923F49,NovaSys Paper Along 935,Office Supplies,Paper,TechPro,License,254.55,295.28,16.0,1,107,Discontinued,2017-09-29,19.49,1,2022-06-22T07:21:57.236811,2024-03-12T22:21:50.678208
276,PROD-00276,SKU-DB8E1AF0,OmniTech AI/ML First 251,Cloud Services,AI/ML,OmniTech,GB,385.87,513.21,33.0,1,59,Active,2020-07-14,27.08,0,2015-09-05T13:43:21.839059,2024-11-08T16:27:16.090924
277,PROD-00277,SKU-20F07591,CoreEdge Networking Truth 306,Cloud Services,Networking,BluePeak,Hour,44.16,62.71,42.0,25,26,Active,2017-03-11,0.34,0,2022-01-15T12:22:39.762989,2024-05-17T03:36:37.297474
278,PROD-00278,SKU-07CDFD23,ClearPath Networking Upon 397,Cloud Services,Networking,TechPro,GB,1475.47,2227.96,51.0,25,248,Pending,2020-04-08,17.77,0,2018-10-08T10:37:55.368000,2024-09-30T08:30:47.798594
279,PROD-00279,SKU-D3957710,SwiftLine CRM Body 666,Software,CRM,NovaSys,Subscription/Mo,1058.98,1482.57,40.0,41,213,Discontinued,2024-04-14,3.6,1,2018-01-27T03:10:01.036896,2024-04-09T18:12:59.337432
280,PROD-00280,SKU-92C8C96E,CoreEdge Networking Up 580,Cloud Services,Networking,SwiftLine,GB,46.51,61.39,32.0,14,259,Active,2015-02-27,17.67,1,2017-04-22T17:18:53.266867,2024-02-26T10:51:12.555820
281,PROD-00281,SKU-E3796AE8,NexGen Audit Increase 526,Consulting,Audit,SwiftLine,GB,266.66,354.66,33.0,10,318,Active,2015-05-30,8.55,1,2023-05-21T12:51:41.894441,2024-06-26T08:20:15.277933
282,PROD-00282,SKU-6A9AEDDF,OmniTech Compute Example 203,Cloud Services,Compute,NexGen,GB,350.72,434.89,24.0,19,120,Active,2024-04-24,16.75,1,2022-10-07T03:03:36.782278,2024-05-27T11:04:43.577948
283,PROD-00283,SKU-0F49C89D,ClearPath Binders School 132,Office Supplies,Binders,NovaSys,Subscription/Mo,717.3,896.62,25.0,27,58,Pending,2016-05-18,6.88,1,2016-04-12T19:37:17.197284,2024-08-18T06:14:46.742027
284,PROD-00284,SKU-46BA9F2A,TechPro Database So 888,Cloud Services,Database,ClearPath,Subscription/Mo,1987.36,3219.52,62.0,9,436,Pending,2017-01-23,18.17,1,2023-09-17T16:33:31.569753,2024-11-08T00:56:23.856665
285,PROD-00285,SKU-0E01938F,NovaSys Headphones Firm 208,Electronics,Headphones,PrimeSoft,Hour,1598.98,2766.24,73.0,50,439,Active,2021-03-29,24.73,1,2015-08-05T13:00:14.360934,2024-08-07T08:15:29.600554
286,PROD-00286,SKU-16A5CDAE,CoreEdge Implementation Claim 470,Consulting,Implementation,ApexWorks,Subscription/Mo,338.26,412.68,22.0,45,226,Pending,2022-02-08,15.0,1,2022-09-24T11:01:04.614160,2024-05-07T17:49:41.747137
287,PROD-00287,SKU-918317B5,CoreEdge Analytics Light 549,Software,Analytics,NexGen,Each,672.54,827.22,23.0,15,427,Discontinued,2022-05-22,10.31,1,2023-09-18T17:58:29.612013,2024-02-26T04:54:18.374487
288,PROD-00288,SKU-48AEDB88,SwiftLine Keyboards More 744,Electronics,Keyboards,CoreEdge,License,748.01,1196.82,60.0,48,385,Pending,2018-08-23,12.71,1,2015-05-27T09:51:59.477801,2024-12-25T02:06:56.601964
289,PROD-00289,SKU-839AB468,OmniTech Security Until 972,Software,Security,ClearPath,Subscription/Mo,829.75,1161.65,40.0,1,226,Active,2023-10-24,23.13,1,2018-05-14T03:45:13.307392,2024-04-27T11:30:31.552536
290,PROD-00290,SKU-F90F2ACA,ApexWorks Keyboards Various 544,Electronics,Keyboards,TechPro,GB,633.04,1101.49,74.0,48,18,Active,2023-07-01,27.09,1,2021-02-09T22:31:17.750607,2024-08-28T05:27:35.908904
291,PROD-00291,SKU-9C838D2E,ClearPath Support Onto 994,Consulting,Support,BluePeak,Subscription/Mo,841.51,1413.74,68.0,22,4,Active,2017-06-17,27.02,1,2015-03-09T10:32:46.861575,2024-06-30T22:46:02.271126
292,PROD-00292,SKU-17000029,PrimeSoft Networking Grow 907,Cloud Services,Networking,PrimeSoft,GB,1289.54,2166.43,68.0,44,176,Discontinued,2023-09-30,23.28,1,2020-03-03T02:07:28.142106,2024-02-02T16:46:10.919275
293,PROD-00293,SKU-53C3BCE6,ApexWorks Laptops Cold 632,Electronics,Laptops,ClearPath,Subscription/Mo,1077.18,1486.51,38.0,13,47,Pending,2018-11-11,16.6,1,2018-12-04T07:45:57.005005,2024-03-20T14:54:27.278355
294,PROD-00294,SKU-6883966F,PrimeSoft CRM Policy 364,Software,CRM,CoreEdge,Subscription/Mo,60.64,98.84,63.0,46,216,Pending,2018-09-16,3.4,1,2019-07-01T18:49:45.009338,2024-07-06T09:23:41.332847
295,PROD-00295,SKU-49182F81,TechPro Binders Fight 874,Office Supplies,Binders,NovaSys,GB,1255.84,1707.94,36.0,19,293,Active,2022-06-26,13.65,1,2015-01-09T16:37:30.714848,2024-07-24T09:23:36.261129
296,PROD-00296,SKU-D296C101,ClearPath Strategy Standard 964,Consulting,Strategy,PrimeSoft,License,1430.72,2446.53,71.0,22,153,Active,2023-04-28,20.04,1,2022-10-29T11:03:28.646957,2024-10-30T19:54:52.762409
297,PROD-00297,SKU-9FD81843,ClearPath AI/ML Beautiful 696,Cloud Services,AI/ML,CoreEdge,Subscription/Mo,1476.34,1786.37,21.0,29,50,Active,2021-08-30,21.38,0,2023-06-01T11:17:56.062582,2024-09-12T02:09:40.414009
298,PROD-00298,SKU-26E359E8,OmniTech Laptops Writer 319,Electronics,Laptops,OmniTech,Each,129.08,216.85,68.0,23,346,Pending,2016-01-01,12.14,0,2019-10-03T06:09:04.461445,2024-06-15T22:14:56.887057
299,PROD-00299,SKU-EF0D3930,OmniTech Printers House 805,Office Supplies,Printers,OmniTech,GB,1000.16,1400.22,40.0,10,73,Pending,2018-09-14,3.9,0,2016-06-10T18:35:42.483410,2024-09-04T23:55:01.238268
300,PROD-00300,SKU-94F6D7E0,CoreEdge Productivity Factor 566,Software,Productivity,OmniTech,Each,1727.23,2107.22,22.0,47,80,Pending,2017-12-27,11.14,1,2022-06-21T17:27:50.358421,2024-08-09T01:40:14.020572
301,PROD-00301,SKU-34ED066D,BluePeak Audit Company 141,Consulting,Audit,ClearPath,License,225.12,308.41,37.0,7,190,Active,2018-05-23,29.73,1,2021-04-30T15:24:20.059812,2024-06-06T04:14:11.108176
302,PROD-00302,SKU-577BCC91,PrimeSoft Furniture Fact 531,Office Supplies,Furniture,TechPro,Subscription/Mo,60.82,75.42,24.0,18,110,Active,2021-03-13,24.59,0,2016-09-03T14:27:04.144502,2024-10-04T22:00:09.754425
303,PROD-00303,SKU-11B9842E,TechPro Laptops Soon 527,Electronics,Laptops,OmniTech,Hour,1097.34,1305.83,19.0,19,289,Discontinued,2017-06-12,27.02,0,2022-05-08T13:32:37.272958,2024-05-03T02:26:47.840953
304,PROD-00304,SKU-37BC2F75,OmniTech AI/ML Own 879,Cloud Services,AI/ML,OmniTech,GB,269.96,332.05,23.0,9,443,Active,2019-10-04,2.77,0,2019-02-22T01:45:35.031679,2024-06-07T23:31:58.919461
305,PROD-00305,SKU-496E05E1,TechPro Compute Hundred 786,Cloud Services,Compute,OmniTech,Subscription/Mo,1800.99,2431.34,35.0,41,45,Active,2022-10-20,21.25,1,2020-06-25T16:45:01.554294,2024-01-14T10:22:35.006201
306,PROD-00306,SKU-B2EB7349,PrimeSoft Implementation After 654,Consulting,Implementation,PrimeSoft,Each,1289.61,1547.53,20.0,36,267,Active,2018-08-13,22.54,1,2017-11-07T23:46:44.407616,2024-08-12T06:27:28.819784
307,PROD-00307,SKU-8E98D81F,CoreEdge Webcams Range 351,Electronics,Webcams,PrimeSoft,GB,363.59,421.76,16.0,5,413,Pending,2022-12-08,18.24,0,2016-12-24T00:56:00.477001,2024-11-01T17:39:54.010140
308,PROD-00308,SKU-A8C88A00,SwiftLine Implementation Doctor 547,Consulting,Implementation,ApexWorks,GB,985.49,1685.19,71.0,1,440,Pending,2024-11-02,9.59,1,2019-01-25T08:04:20.987022,2024-06-21T07:04:24.402649
309,PROD-00309,SKU-EDDEA82A,BluePeak Laptops Mind 247,Electronics,Laptops,ApexWorks,Subscription/Mo,1959.67,2900.31,48.0,49,45,Active,2016-01-07,9.27,0,2023-02-04T22:23:05.527770,2024-10-20T01:22:33.398234
310,PROD-00310,SKU-06EB61B8,TechPro CRM Contain 830,Software,CRM,TechPro,Subscription/Mo,1230.88,1661.69,35.0,24,50,Active,2024-07-04,4.36,1,2021-11-01T10:51:43.371529,2024-10-30T19:19:15.879162
311,PROD-00311,SKU-9DFCD5E5,TechPro Furniture Exactly 307,Office Supplies,Furniture,CoreEdge,Hour,1883.45,3183.03,69.0,37,121,Discontinued,2022-09-04,15.31,0,2023-01-31T17:03:34.110550,2024-01-20T16:17:58.784163
312,PROD-00312,SKU-950A4152,NexGen Keyboards Interview 167,Electronics,Keyboards,OmniTech,Each,125.96,180.12,43.0,26,324,Active,2024-06-19,27.42,1,2021-07-14T10:30:10.927170,2024-04-19T05:39:23.490038
313,PROD-00313,SKU-158F3069,CoreEdge Printers Budget 881,Office Supplies,Printers,ClearPath,License,1927.13,3006.32,56.0,19,290,Discontinued,2018-06-16,13.43,1,2018-05-22T20:10:25.011271,2024-06-18T18:07:56.062135
314,PROD-00314,SKU-75887499,CoreEdge Analytics Capital 650,Software,Analytics,NexGen,Hour,1083.18,1353.98,25.0,28,21,Active,2024-12-09,24.4,1,2021-04-02T11:05:31.437675,2024-02-10T04:23:38.057541
315,PROD-00315,SKU-AD13A2A0,BluePeak CRM Goal 712,Software,CRM,BluePeak,GB,125.05,212.58,70.0,22,431,Active,2021-06-07,17.6,1,2019-05-09T23:59:46.436118,2024-11-10T07:46:18.034500
316,PROD-00316,SKU-3FE94A00,BluePeak Monitors Space 191,Electronics,Monitors,NexGen,Each,1479.67,2204.71,49.0,8,371,Pending,2017-11-16,29.96,0,2024-01-18T16:14:51.331020,2024-03-28T23:36:10.000264
317,PROD-00317,SKU-5B8ADD2A,SwiftLine Productivity Away 750,Software,Productivity,BluePeak,GB,1012.12,1649.76,63.0,17,125,Active,2023-03-09,10.31,0,2021-03-17T04:56:51.805988,2024-09-11T02:09:17.576997
318,PROD-00318,SKU-432ACA3A,TechPro Support Member 723,Consulting,Support,OmniTech,Each,36.67,57.57,57.0,0,344,Active,2016-05-02,12.45,0,2018-04-26T21:29:21.732096,2024-05-13T16:38:26.557315
319,PROD-00319,SKU-8D3BBA74,NovaSys AI/ML Month 651,Cloud Services,AI/ML,TechPro,GB,166.89,280.38,68.0,43,63,Active,2018-05-14,29.16,0,2017-05-25T10:33:35.545438,2024-03-22T17:02:05.436441
320,PROD-00320,SKU-32072254,TechPro Support Expect 227,Consulting,Support,OmniTech,Subscription/Mo,776.57,1281.34,65.0,12,227,Active,2021-06-25,6.72,1,2021-11-19T16:42:17.344567,2024-06-27T12:49:03.245739
321,PROD-00321,SKU-CAF1A3DF,BluePeak Binders Beyond 927,Office Supplies,Binders,CoreEdge,License,387.07,634.79,64.0,31,495,Active,2018-12-08,1.2,0,2018-02-04T17:45:17.845038,2024-08-25T10:11:31.927261
322,PROD-00322,SKU-5737C6EC,NexGen Training Manage 213,Consulting,Training,BluePeak,Hour,19.24,33.48,74.0,32,252,Active,2017-02-20,16.6,1,2021-04-06T14:13:54.506314,2024-02-25T12:04:54.265170
323,PROD-00323,SKU-BC6DC48B,BluePeak Webcams Traditional 683,Electronics,Webcams,CoreEdge,Hour,260.85,310.41,19.0,46,400,Active,2016-06-11,5.84,1,2018-06-15T03:28:56.893810,2024-05-16T11:22:18.113688
324,PROD-00324,SKU-F2FC9902,OmniTech Strategy Old 102,Consulting,Strategy,NexGen,Each,509.58,759.27,49.0,20,221,Discontinued,2015-03-06,8.29,0,2022-04-20T01:47:08.122948,2024-10-01T10:55:00.870420
325,PROD-00325,SKU-89F0FD5C,CoreEdge Database Stock 148,Cloud Services,Database,BluePeak,GB,1036.93,1223.58,18.0,34,229,Active,2024-09-05,0.25,1,2018-03-29T01:14:44.036544,2024-09-30T08:13:09.721811
326,PROD-00326,SKU-A666587A,CoreEdge Paper Fish 806,Office Supplies,Paper,NexGen,Each,1760.8,2870.1,63.0,15,100,Active,2023-04-30,9.94,1,2018-05-30T08:22:47.478953,2024-07-02T13:55:25.037806
327,PROD-00327,SKU-B83AAC23,PrimeSoft Laptops Ready 916,Electronics,Laptops,SwiftLine,Subscription/Mo,962.53,1568.92,63.0,15,55,Discontinued,2019-02-01,7.23,1,2015-06-02T09:16:41.378509,2024-10-15T04:39:06.819575
328,PROD-00328,SKU-CD00692C,NovaSys Keyboards Where 894,Electronics,Keyboards,PrimeSoft,Hour,1041.75,1343.86,29.0,28,391,Active,2020-04-22,18.8,1,2023-07-24T08:06:06.535476,2024-08-17T20:57:55.635414
329,PROD-00329,SKU-6FAA8040,NovaSys Laptops Buy 901,Electronics,Laptops,ApexWorks,Each,1833.85,2530.71,38.0,28,28,Active,2022-10-07,18.36,0,2018-11-12T20:42:38.786113,2024-03-28T05:32:41.460897
330,PROD-00330,SKU-FE73F687,BluePeak Laptops Site 970,Electronics,Laptops,NexGen,GB,1356.74,2021.54,49.0,6,316,Discontinued,2022-05-12,7.07,1,2022-05-30T19:58:39.094568,2024-08-21T12:55:36.066243
331,PROD-00331,SKU-6DA37DD3,PrimeSoft Networking Life 734,Cloud Services,Networking,NovaSys,Subscription/Mo,931.1,1312.85,41.0,41,480,Active,2015-01-07,13.68,1,2015-03-04T17:41:43.089069,2024-02-07T05:52:38.389581
332,PROD-00332,SKU-C042F4DB,NovaSys Training Institution 707,Consulting,Training,CoreEdge,Hour,220.47,255.75,16.0,8,326,Pending,2023-01-25,7.76,0,2024-05-21T23:55:39.312321,2024-06-11T17:15:50.026780
333,PROD-00333,SKU-310DCBBF,TechPro AI/ML Sense 161,Cloud Services,AI/ML,ApexWorks,Subscription/Mo,892.03,1159.64,30.0,37,223,Pending,2015-12-17,28.8,1,2021-11-13T20:45:41.938611,2024-06-29T07:52:37.913385
334,PROD-00334,SKU-2F2B2656,ApexWorks Printers Performance 580,Office Supplies,Printers,BluePeak,Hour,1771.02,2869.05,62.0,21,149,Active,2019-11-22,29.11,1,2022-08-15T09:07:48.055574,2024-10-27T07:24:15.798662
335,PROD-00335,SKU-F9B902FC,TechPro Monitors Else 532,Electronics,Monitors,SwiftLine,License,1016.68,1677.52,65.0,12,327,Active,2024-09-27,23.58,1,2016-03-04T02:32:23.594732,2024-05-07T20:14:47.668186
336,PROD-00336,SKU-6855456E,PrimeSoft Security Front 809,Software,Security,SwiftLine,Hour,1391.09,2420.5,74.0,36,493,Active,2020-09-19,18.52,0,2024-05-13T18:03:48.807156,2024-07-08T15:52:56.465191
337,PROD-00337,SKU-357A6FDF,TechPro Pens Direction 607,Office Supplies,Pens,CoreEdge,Each,214.17,359.81,68.0,40,114,Active,2019-12-29,14.05,1,2017-09-01T14:47:45.706193,2024-09-18T06:45:46.424899
338,PROD-00338,SKU-819F46E5,SwiftLine Security Interesting 926,Software,Security,NexGen,License,1470.5,2529.26,72.0,25,94,Active,2015-05-16,10.95,1,2019-05-07T00:40:14.852865,2024-03-10T21:25:24.301983
339,PROD-00339,SKU-04025959,OmniTech Paper Thank 299,Office Supplies,Paper,PrimeSoft,Subscription/Mo,1111.61,1378.4,24.0,2,499,Active,2018-11-19,6.05,1,2015-03-08T08:31:51.240006,2024-06-17T09:40:14.421565
340,PROD-00340,SKU-40008B9A,SwiftLine ERP Power 967,Software,ERP,ClearPath,License,1771.34,2798.72,58.0,11,100,Active,2021-10-11,5.36,1,2021-03-16T11:38:19.393231,2024-01-15T09:19:52.666825
341,PROD-00341,SKU-3DD48AB3,NovaSys Laptops Book 446,Electronics,Laptops,CoreEdge,Subscription/Mo,1663.73,2046.39,23.0,29,122,Active,2019-05-20,24.3,1,2015-05-02T06:42:20.472119,2024-05-20T06:11:00.672089
342,PROD-00342,SKU-58238E9A,NovaSys Strategy Page 221,Consulting,Strategy,ApexWorks,License,1763.92,2963.39,68.0,50,97,Active,2022-11-27,16.02,1,2017-07-16T12:48:39.953670,2024-01-13T05:46:05.831879
343,PROD-00343,SKU-3AD7C2EB,TechPro Printers Of 881,Office Supplies,Printers,PrimeSoft,Hour,861.93,1318.75,53.0,12,437,Pending,2019-04-29,8.9,1,2020-08-16T09:33:26.184076,2024-12-11T13:29:41.260767
344,PROD-00344,SKU-B3967A0E,ApexWorks Pens Form 971,Office Supplies,Pens,ClearPath,Hour,111.25,181.34,63.0,31,107,Active,2018-02-20,23.56,1,2015-12-03T13:32:00.603020,2024-11-26T19:33:13.059524
345,PROD-00345,SKU-D81F9C1B,ClearPath Productivity Clearly 483,Software,Productivity,OmniTech,Hour,779.29,1309.21,68.0,29,91,Active,2016-02-06,21.4,0,2022-07-07T18:10:16.280739,2024-07-30T15:47:41.181416
